,movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
769,Beavis and Butt-Head Do the Universe,2022,TV-14,"['Animation', ' Comedy', ' Sci-Fi']",87,7.0,70,10763,70.0
770,Chain Reaction,1996,PG-13,"['Action', ' Drama', ' Sci-Fi']",107,5.6,43,53030,56.0
771,Big Bug,2022,TV-MA,"['Comedy', ' Sci-Fi']",111,5.5,46,8394,55.0
772,Alienoid,2022,,"['Action', ' Adventure', ' Fantasy']",142,6.4,54,2080,64.0
773,Body Snatchers,1993,R,"['Horror', ' Sci-Fi']",87,6.0,65,19893,60.0
774,The Rover,2014,R,"['Action', ' Crime', ' Drama']",103,6.4,64,48864,64.0
775,The Brood,1979,R,"['Horror', ' Sci-Fi']",92,6.8,63,31131,68.0
776,Firestarter,1984,R,"['Action', ' Horror', ' Sci-Fi']",114,6.0,50,34860,60.0
777,The Invisible Man,1933,TV-PG,"['Horror', ' Sci-Fi']",71,7.6,87,36298,76.0
778,Happy Death Day 2U,2019,PG-13,"['Comedy', ' Horror', ' Mystery']",100,6.2,57,75579,62.0
779,The One,2001,PG-13,"['Action', ' Sci-Fi', ' Thriller']",87,5.9,25,92870,59.0
780,Superman IV: The Quest for Peace,1987,PG,"['Action', ' Adventure', ' Sci-Fi']",90,3.7,24,49274,37.0
781,Mac and Me,1988,PG,"['Adventure', ' Comedy', ' Family']",99,3.3,26,14747,33.0
782,Pulse,2001,R,"['Horror', ' Mystery', ' Sci-Fi']",119,6.5,70,21706,65.0
783,The Lego Ninjago Movie,2017,PG,"['Animation', ' Action', ' Adventure']",101,6.0,55,26786,60.0
784,Timecop,1994,R,"['Action', ' Crime', ' Sci-Fi']",99,5.9,48,60453,59.0
785,Jiu Jitsu,2020,R,"['Action', ' Sci-Fi', ' Thriller']",102,2.9,27,9018,29.0
786,A Boy and His Dog,1975,R,"['Comedy', ' Drama', ' Sci-Fi']",91,6.4,68,18060,64.0
787,America: The Motion Picture,2021,TV-MA,"['Animation', ' Action', ' Adventure']",98,5.6,38,6610,56.0
788,Hellraiser: Bloodline,1996,R,"['Horror', ' Sci-Fi']",85,5.0,21,22600,50.0
789,Supernova,2000,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.8,19,18265,48.0
790,Songbird,2020,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",84,4.7,27,10378,47.0
791,Astro Boy,2009,PG,"['Animation', ' Action', ' Adventure']",94,6.3,53,37277,63.0
792,The Omega Man,1971,PG,"['Action', ' Drama', ' Sci-Fi']",98,6.4,56,32087,64.0
793,Ghosts of Mars,2001,R,"['Action', ' Horror', ' Sci-Fi']",98,4.9,35,55355,49.0
794,"Honey, I Blew Up the Kid",1992,PG,"['Adventure', ' Comedy', ' Family']",89,4.9,50,44742,49.0
795,Fantastic Voyage,1966,PG,"['Adventure', ' Family', ' Sci-Fi']",100,6.8,72,19244,68.0
796,The Bride of Frankenstein,1935,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",75,7.8,95,49474,78.0
797,The Wandering Earth,2019,TV-MA,"['Action', ' Adventure', ' Sci-Fi']",125,5.9,57,30893,59.0
798,Sphere,1998,PG-13,"['Action', ' Mystery', ' Sci-Fi']",134,6.1,35,107471,61.0
799,Teenage Mutant Ninja Turtles III,1993,PG,"['Action', ' Adventure', ' Comedy']",96,4.8,40,33947,48.0
800,Tau,2018,R,"['Sci-Fi', ' Thriller']",97,5.8,43,31982,58.0
801,Escape from the Planet of the Apes,1971,G,"['Action', ' Sci-Fi']",98,6.3,69,35981,63.0
803,Little Fish,2020,Unrated,"['Drama', ' Romance', ' Sci-Fi']",101,6.9,71,5618,69.0
804,Junior,1994,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",109,4.7,59,69642,47.0
805,Light of My Life,2019,R,"['Drama', ' Sci-Fi', ' Thriller']",119,6.6,67,13952,66.0
806,Godzilla,1954,Not Rated,"['Horror', ' Sci-Fi']",96,7.5,78,34547,75.0
807,Jimmy Neutron: Boy Genius,2001,G,"['Animation', ' Action', ' Adventure']",82,6.0,65,35224,60.0
808,Southland Tales,2006,R,"['Comedy', ' Drama', ' Mystery']",145,5.3,44,39238,53.0
809,The Invasion,2007,PG-13,"['Sci-Fi', ' Thriller']",99,5.9,45,79529,59.0
810,Land of the Dead,2005,R,"['Horror', ' Sci-Fi', ' Thriller']",93,6.2,71,97449,62.0
811,The Andromeda Strain,1971,G,"['Mystery', ' Sci-Fi', ' Thriller']",131,7.2,60,37901,72.0
812,Nekrotronic,2018,R,"['Action', ' Comedy', ' Horror']",99,5.6,25,3189,56.0
813,Sputnik,2020,Not Rated,"['Drama', ' Horror', ' Mystery']",113,6.4,61,24582,64.0
814,Encounter,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",108,5.9,57,9951,59.0
815,The Hidden,1987,R,"['Horror', ' Sci-Fi', ' Thriller']",97,7.0,69,20325,70.0
816,Demonic,2021,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.3,36,5046,43.0
817,Runaway,1984,PG-13,"['Action', ' Crime', ' Sci-Fi']",99,5.8,50,13580,58.0
818,The Zero Theorem,2013,R,"['Comedy', ' Drama', ' Fantasy']",107,6.0,50,47948,60.0
819,Resident Evil: Afterlife,2010,R,"['Action', ' Horror', ' Sci-Fi']",96,5.8,37,172801,58.0
820,The Last Days of American Crime,2020,TV-MA,"['Action', ' Crime', ' Drama']",148,3.7,15,11698,37.0
821,Prospect,2018,R,"['Adventure', ' Drama', ' Sci-Fi']",100,6.3,68,28395,63.0
822,The One I Love,2014,R,"['Comedy', ' Drama', ' Fantasy']",91,7.0,66,40448,70.0
823,Bill & Ted's Bogus Journey,1991,PG,"['Adventure', ' Comedy', ' Fantasy']",93,6.3,60,76855,63.0
824,Multiplicity,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",117,6.1,53,33408,61.0
825,Cooties,2014,R,"['Action', ' Comedy', ' Horror']",88,5.7,49,26460,57.0
826,Amazon Women on the Moon,1987,R,"['Comedy', ' Sci-Fi']",85,6.2,42,12057,62.0
827,The Darkest Hour,2011,PG-13,"['Action', ' Adventure', ' Horror']",89,4.9,18,61677,49.0
828,Aliens in the Attic,2009,PG,"['Adventure', ' Comedy', ' Family']",86,5.4,42,22670,54.0
829,Shivers,1975,R,"['Horror', ' Sci-Fi']",87,6.4,58,21609,64.0
830,24 Hours to Live,2017,R,"['Action', ' Sci-Fi', ' Thriller']",93,5.8,37,14820,58.0
831,I Think We're Alone Now,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",99,5.7,51,10892,57.0
832,Space Sweepers,2021,TV-MA,"['Action', ' Adventure', ' Drama']",136,6.5,64,25998,65.0
833,What Lies Below,2020,TV-MA,"['Horror', ' Mystery', ' Sci-Fi']",87,4.4,35,8441,44.0
834,Plan 9 from Outer Space,1957,Not Rated,"['Horror', ' Sci-Fi']",79,3.9,56,38912,39.0
835,Paycheck,2003,PG-13,"['Action', ' Mystery', ' Sci-Fi']",119,6.3,43,109471,63.0
836,Zombie Strippers!,2008,R,"['Comedy', ' Horror', ' Sci-Fi']",94,4.1,45,18519,41.0
837,Europa Report,2013,PG-13,"['Adventure', ' Drama', ' Mystery']",90,6.4,68,71966,64.0
838,Outland,1981,R,"['Action', ' Crime', ' Sci-Fi']",109,6.6,48,30414,66.0
839,The Arrival,1996,PG-13,"['Mystery', ' Sci-Fi', ' Thriller']",115,6.2,56,35840,62.0
840,Seconds,1966,R,"['Sci-Fi', ' Thriller']",106,7.6,71,20334,76.0
841,Time Trap,2017,Not Rated,"['Action', ' Adventure', ' Mystery']",87,6.2,46,37391,62.0
842,The Blob,1958,Approved,"['Horror', ' Sci-Fi']",86,6.3,58,27115,63.0
843,Galaxy of Terror,1981,R,"['Action', ' Adventure', ' Horror']",81,5.0,38,8024,50.0
844,Bad Taste,1987,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",91,6.5,52,47426,65.0
845,The Final Cut,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,6.1,43,33307,61.0
846,Humanoids from the Deep,1980,R,"['Horror', ' Sci-Fi']",80,5.7,49,9499,57.0
847,Clockstoppers,2002,PG,"['Action', ' Adventure', ' Comedy']",94,5.2,40,14516,52.0
848,Battle Beyond the Stars,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",104,5.5,59,9347,55.0
849,Project X,1987,PG,"['Comedy', ' Drama', ' Sci-Fi']",108,6.1,61,12279,61.0
850,Paradise Hills,2019,TV-14,"['Fantasy', ' Mystery', ' Sci-Fi']",95,5.3,49,18670,53.0
851,Stay Alive,2006,PG-13,"['Fantasy', ' Horror', ' Mystery']",85,5.0,24,32765,50.0
852,Over the Moon,2020,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,60,22720,63.0
853,Star Wars: The Clone Wars,2008,PG,"['Animation', ' Action', ' Adventure']",98,5.9,35,66956,59.0
854,Fullmetal Alchemist,2017,TV-14,"['Action', ' Adventure', ' Fantasy']",135,5.3,48,20513,53.0
855,Little Monsters,2019,R,"['Comedy', ' Horror', ' Sci-Fi']",93,6.3,59,17752,63.0
856,The Survivalist,2015,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",104,6.4,80,17484,64.0
857,Ultraviolet,2006,PG-13,"['Action', ' Sci-Fi']",88,4.3,18,82413,43.0
858,Honeymoon,2014,R,"['Drama', ' Fantasy', ' Horror']",87,5.7,65,26228,57.0
859,Victor Frankenstein,2015,PG-13,"['Drama', ' Horror', ' Sci-Fi']",110,5.9,36,57428,59.0
860,Skylines,2020,R,"['Action', ' Adventure', ' Sci-Fi']",113,4.7,46,8374,47.0
861,Phenomenon,1996,PG,"['Drama', ' Fantasy', ' Romance']",123,6.4,41,80433,64.0
862,Conquest of the Planet of the Apes,1972,PG,"['Action', ' Sci-Fi']",88,6.1,49,33303,61.0
863,My Super Ex-Girlfriend,2006,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",96,5.2,50,64948,52.0
864,The Animal,2001,PG-13,"['Comedy', ' Sci-Fi']",84,4.8,43,60828,48.0
865,Escape to Witch Mountain,1975,G,"['Adventure', ' Family', ' Fantasy']",97,6.3,60,10592,63.0
866,Max Steel,2016,PG-13,"['Action', ' Adventure', ' Fantasy']",92,4.6,22,19696,46.0
867,Babylon A.D.,2008,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,5.5,26,96320,55.0
868,Backtrace,2018,R,"['Action', ' Crime', ' Drama']",92,3.8,34,4723,38.0
869,Nowhere,1997,R,"['Comedy', ' Drama', ' Sci-Fi']",82,6.4,44,9348,64.0
870,Warning,2021,R,"['Drama', ' Sci-Fi', ' Thriller']",86,4.7,53,5383,47.0
871,These Final Hours,2013,R,"['Drama', ' Sci-Fi', ' Thriller']",87,6.6,61,17877,66.0
872,The Transformers: The Movie,1986,PG,"['Animation', ' Action', ' Adventure']",84,7.2,43,40107,72.0
873,Underdog,2007,PG,"['Action', ' Adventure', ' Comedy']",84,4.7,37,21868,47.0
874,Skyline,2010,PG-13,"['Action', ' Sci-Fi', ' Thriller']",92,4.5,26,90249,45.0
875,Rabid,2019,Not Rated,"['Horror', ' Sci-Fi']",107,5.2,43,5490,52.0
876,Pokémon: The First Movie - Mewtwo Strikes Back,1998,G,"['Animation', ' Action', ' Adventure']",96,6.2,35,43548,62.0
877,My Hero Academia: World Heroes' Mission,2021,PG-13,"['Animation', ' Action', ' Adventure']",101,7.1,51,4184,71.0
878,Planet 51,2009,PG,"['Animation', ' Adventure', ' Comedy']",91,6.0,39,55821,60.0
879,Pulse,2006,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.7,27,29665,47.0
880,Time Lapse,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",104,6.5,50,46264,65.0
881,Monster Trucks,2016,PG,"['Action', ' Adventure', ' Comedy']",104,5.6,41,17509,56.0
882,Attack of the Killer Tomatoes!,1978,PG,"['Adventure', ' Comedy', ' Horror']",83,4.6,9,13992,46.0
883,Superintelligence,2020,PG,"['Action', ' Comedy', ' Romance']",106,5.4,41,10855,54.0
884,The Philadelphia Experiment,1984,PG,"['Adventure', ' Drama', ' Romance']",102,6.1,44,15765,61.0
885,Project Almanac,2015,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,6.3,47,80877,63.0
886,Sweetheart,2019,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",82,5.8,71,8754,58.0
887,Apollo 18,2011,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",86,5.2,24,56052,52.0
888,The Fly,1958,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",94,7.1,62,23817,71.0
889,Dreamscape,1984,PG-13,"['Action', ' Adventure', ' Horror']",99,6.3,63,17003,63.0
890,Settlers,2021,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",103,4.7,56,5211,47.0
891,Quarantine,2008,R,"['Horror', ' Sci-Fi', ' Thriller']",89,5.9,53,74261,59.0
892,Cabin Fever,2016,R,"['Horror', ' Sci-Fi', ' Thriller']",99,3.7,14,10331,37.0
893,Lucy in the Sky,2019,R,"['Drama', ' Romance', ' Sci-Fi']",124,4.9,36,8069,49.0
894,Split Second,1992,R,"['Action', ' Crime', ' Horror']",90,6.0,26,15297,60.0
895,Time After Time,1979,PG,"['Adventure', ' Drama', ' Sci-Fi']",112,7.1,69,18998,71.0
896,The Fury,1978,R,"['Horror', ' Sci-Fi', ' Thriller']",118,6.3,64,15809,63.0
897,The Fly II,1989,R,"['Drama', ' Horror', ' Sci-Fi']",105,5.1,36,23351,51.0
898,Cowboy Bebop: The Movie,2001,TV-14,"['Animation', ' Action', ' Crime']",115,7.8,61,49380,78.0
899,Needle in a Timestack,2021,R,"['Drama', ' Fantasy', ' Romance']",111,5.1,42,1796,51.0
900,Monkey Shines,1988,R,"['Drama', ' Horror', ' Sci-Fi']",113,6.2,71,12153,62.0
901,Night of the Creeps,1986,R,"['Comedy', ' Horror', ' Sci-Fi']",88,6.7,62,24282,67.0
902,Red Planet,2000,PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,5.7,34,58271,57.0
903,Strange Brew,1983,PG,"['Comedy', ' Crime', ' Sci-Fi']",90,6.6,50,17693,66.0
904,The Forgotten,2004,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,5.8,43,66566,58.0
905,The Wave,2019,R,"['Sci-Fi', ' Thriller']",87,6.1,51,5827,61.0
906,The Return of Swamp Thing,1989,PG-13,"['Action', ' Adventure', ' Comedy']",88,4.6,39,5743,46.0
907,Silent Rage,1982,R,"['Action', ' Crime', ' Horror']",103,5.4,31,5970,54.0
908,Cherry 2000,1987,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,59,9968,55.0
909,My Stepmother Is an Alien,1988,PG-13,"['Comedy', ' Sci-Fi']",105,5.4,47,26733,54.0
910,Psycho Goreman,2020,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",95,6.2,67,13172,62.0
911,On the Beach,1959,Approved,"['Drama', ' Romance', ' Sci-Fi']",134,7.1,55,13249,71.0
912,Left Behind: The Movie,2000,PG-13,"['Action', ' Drama', ' Fantasy']",96,4.3,22,9893,43.0
913,Area 51,2015,R,"['Horror', ' Mystery', ' Sci-Fi']",91,4.2,30,14515,42.0
914,Brainstorm,1983,PG,"['Sci-Fi', ' Thriller']",106,6.4,57,12171,64.0
915,The Tuxedo,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",98,5.4,30,84843,54.0
916,Horror Express,1972,R,"['Adventure', ' Horror', ' Sci-Fi']",88,6.5,68,11345,65.0
917,The Divide,2011,R,"['Drama', ' Horror', ' Sci-Fi']",112,5.8,28,37233,58.0
918,Comet,2014,R,"['Comedy', ' Drama', ' Romance']",91,6.7,52,18875,67.0
919,District B13,2004,R,"['Action', ' Crime', ' Sci-Fi']",84,7.1,70,70935,71.0
920,Highlander II: The Quickening,1991,R,"['Action', ' Adventure', ' Fantasy']",91,4.2,31,46353,42.0
921,Class of 1999,1990,R,"['Action', ' Horror', ' Sci-Fi']",99,5.9,33,7847,59.0
922,Phantoms,1998,R,"['Horror', ' Sci-Fi', ' Thriller']",96,5.4,26,21267,54.0
923,Species II,1998,R,"['Action', ' Horror', ' Sci-Fi']",93,4.4,19,29759,44.0
924,Lockout,2012,PG-13,"['Action', ' Sci-Fi', ' Thriller']",95,6.0,48,99079,60.0
925,Testament,1983,PG,"['Drama', ' Sci-Fi']",90,7.0,71,6416,70.0
926,Save Yourselves!,2020,R,"['Adventure', ' Comedy', ' Sci-Fi']",93,5.8,67,7402,58.0
927,How I Live Now,2013,R,"['Action', ' Adventure', ' Drama']",101,6.4,57,30775,64.0
928,Z for Zachariah,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",98,6.0,68,31308,60.0
929,Teen Titans GO! To the Movies,2018,PG,"['Animation', ' Action', ' Adventure']",84,6.7,69,19844,67.0
930,Jem and the Holograms,2015,PG,"['Adventure', ' Drama', ' Family']",118,4.1,42,7982,41.0
931,Poison,1991,R,"['Drama', ' Horror', ' Romance']",85,6.4,67,4627,64.0
932,The Rage: Carrie 2,1999,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.7,42,16849,47.0
933,DeepStar Six,1989,R,"['Action', ' Horror', ' Sci-Fi']",99,5.3,34,12222,53.0
934,C.H.U.D.,1984,R,"['Horror', ' Sci-Fi']",88,5.6,57,12938,56.0
935,S1m0ne,2002,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,6.1,49,60992,61.0
936,Richard III,1995,R,"['Drama', ' Sci-Fi', ' War']",110,7.3,86,14894,73.0
937,Stealth,2005,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,5.0,35,54539,50.0
938,Upside Down,2012,PG-13,"['Drama', ' Fantasy', ' Romance']",109,6.3,45,72261,63.0
939,Chariot,2022,R,['Sci-Fi'],94,3.5,43,464,35.0
940,Aniara,2018,R,"['Drama', ' Sci-Fi']",106,6.2,61,9644,62.0
941,Damnation Alley,1977,PG,['Sci-Fi'],91,5.2,30,5470,52.0
942,Neptune Frost,2021,,"['Musical', ' Sci-Fi']",105,6.7,83,580,67.0
943,New Rose Hotel,1998,R,"['Drama', ' Mystery', ' Sci-Fi']",93,5.1,31,5562,51.0
944,Come True,2020,Unrated,"['Horror', ' Sci-Fi']",105,6.0,68,9330,60.0
945,Pontypool,2008,Not Rated,"['Horror', ' Sci-Fi']",93,6.5,54,32918,65.0
946,Black Sheep,2006,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",87,5.8,62,41005,58.0
947,Rollerball,2002,PG-13,"['Action', ' Sci-Fi', ' Sport']",98,3.1,14,28507,31.0
948,Alien Nation,1988,R,"['Action', ' Sci-Fi']",91,6.3,45,15888,63.0
949,The Seed,2021,,"['Comedy', ' Horror', ' Sci-Fi']",91,4.8,52,1436,48.0
950,After the Dark,2013,R,"['Drama', ' Fantasy', ' Sci-Fi']",107,5.6,37,22641,56.0
951,"Tomorrow, When the War Began",2010,R,"['Action', ' Adventure', ' Drama']",104,6.1,54,31357,61.0
952,How to Talk to Girls at Parties,2017,R,"['Comedy', ' Music', ' Romance']",102,5.7,50,11431,57.0
953,Beyond Skyline,2017,R,"['Action', ' Adventure', ' Sci-Fi']",106,5.3,46,22229,53.0
954,Vice,2015,R,"['Action', ' Sci-Fi', ' Thriller']",96,4.2,17,16585,42.0
955,Fortress,1992,R,"['Action', ' Crime', ' Sci-Fi']",95,5.9,48,29179,59.0
956,Electric Dreams,1984,PG,"['Comedy', ' Drama', ' Music']",95,6.4,52,9140,64.0
957,Atlas Shrugged: Part I,2011,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,5.6,28,13882,56.0
958,The Last Days on Mars,2013,R,"['Adventure', ' Horror', ' Sci-Fi']",98,5.5,46,37468,55.0
959,My Favorite Martian,1999,PG,"['Comedy', ' Family', ' Sci-Fi']",94,5.1,33,13777,51.0
960,Diary of the Dead,2007,R,"['Fantasy', ' Horror', ' Sci-Fi']",95,5.5,66,47937,55.0
961,Muppets from Space,1999,G,"['Adventure', ' Comedy', ' Family']",87,6.2,53,19773,62.0
962,Prophecy,1979,PG,"['Horror', ' Sci-Fi', ' Thriller']",102,5.5,41,5511,55.0
963,xXx: State of the Union,2005,PG-13,"['Action', ' Adventure', ' Crime']",101,4.4,37,71178,44.0
964,Zoe,2018,R,"['Romance', ' Sci-Fi']",104,6.1,39,9388,61.0
965,The Astronaut's Wife,1999,R,"['Drama', ' Sci-Fi', ' Thriller']",109,5.4,37,55909,54.0
966,Virus,1999,R,"['Action', ' Horror', ' Sci-Fi']",99,5.0,19,28510,50.0
967,Rubikon,2022,Not Rated,"['Drama', ' Sci-Fi']",110,4.9,49,2787,49.0
968,Freaked,1993,PG-13,"['Comedy', ' Sci-Fi']",80,6.3,58,7452,63.0
969,Demon Seed,1977,Approved,"['Horror', ' Sci-Fi']",94,6.3,55,9249,63.0
970,Until the End of the World,1991,R,"['Action', ' Drama', ' Sci-Fi']",158,6.8,63,10496,68.0
971,The Spine of Night,2021,Not Rated,"['Animation', ' Action', ' Adventure']",93,6.4,58,2202,64.0
972,Nutty Professor II: The Klumps,2000,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",106,4.4,38,51374,44.0
973,Sea Fever,2019,,"['Drama', ' Horror', ' Mystery']",95,5.7,60,11877,57.0
974,Final Fantasy: The Spirits Within,2001,PG-13,"['Animation', ' Action', ' Adventure']",106,6.4,49,82480,64.0
975,Proxima,2019,,"['Action', ' Adventure', ' Drama']",107,6.3,71,7700,63.0
976,Double Team,1997,R,"['Action', ' Comedy', ' Sci-Fi']",93,4.8,44,34888,48.0
977,Trancers,1984,PG-13,"['Action', ' Sci-Fi']",76,6.0,64,6776,60.0
978,Slaughterhouse-Five,1972,R,"['Comedy', ' Drama', ' Sci-Fi']",104,6.8,66,13254,68.0
979,Citizen Toxie: The Toxic Avenger IV,2000,R,"['Action', ' Comedy', ' Fantasy']",109,6.0,41,5804,60.0
980,Mars Needs Moms,2011,PG,"['Animation', ' Action', ' Adventure']",88,5.4,49,22782,54.0
981,Meander,2020,,"['Drama', ' Horror', ' Mystery']",90,5.5,63,9805,55.0
982,Thunderbirds,2004,PG,"['Action', ' Adventure', ' Comedy']",95,4.3,36,13998,43.0
983,Return of the Living Dead II,1988,R,"['Comedy', ' Horror', ' Sci-Fi']",89,5.7,45,20145,57.0
984,Megaforce,1982,PG,"['Action', ' Sci-Fi']",99,3.6,18,3932,36.0
985,Deadly Friend,1986,R,"['Drama', ' Horror', ' Sci-Fi']",91,5.5,44,8078,55.0
986,Upstream Color,2013,Not Rated,"['Drama', ' Sci-Fi']",96,6.5,81,33792,65.0
987,The Colony,2013,Not Rated,"['Action', ' Sci-Fi', ' Thriller']",95,5.3,28,45708,53.0
988,Rupture,2016,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",102,4.8,35,7300,48.0
989,Escape from Planet Earth,2012,PG,"['Animation', ' Adventure', ' Comedy']",89,5.8,35,25965,58.0
990,Vampire Hunter D: Bloodlust,2000,R,"['Animation', ' Action', ' Drama']",103,7.6,62,32559,76.0
991,Turbo Kid,2015,Not Rated,"['Action', ' Adventure', ' Comedy']",93,6.7,60,28427,67.0
992,Highlander: Endgame,2000,R,"['Action', ' Adventure', ' Fantasy']",87,4.6,21,20551,46.0
993,Evangelion: 1.0 You Are (Not) Alone,2007,PG-13,"['Animation', ' Action', ' Drama']",98,7.6,66,24612,76.0
994,Solarbabies,1986,PG-13,"['Action', ' Adventure', ' Drama']",94,4.7,24,4653,47.0
995,Superbabies: Baby Geniuses 2,2004,PG,"['Comedy', ' Family', ' Sci-Fi']",88,1.5,9,31145,15.0
996,Crimes of the Future,1970,Not Rated,"['Comedy', ' Sci-Fi']",63,4.8,58,2419,48.0
997,Elizabeth Harvest,2018,R,"['Horror', ' Sci-Fi', ' Thriller']",108,5.8,54,8743,58.0
998,Sleeper,1973,PG,"['Comedy', ' Sci-Fi']",89,7.1,77,43328,71.0
999,It's Such a Beautiful Day,2012,Not Rated,"['Animation', ' Comedy', ' Drama']",62,8.2,90,14046,82.0
1000,New Order,2020,R,"['Crime', ' Drama', ' Sci-Fi']",86,6.5,62,8061,65.0
1001,Bleeding Steel,2017,R,"['Action', ' Sci-Fi', ' Thriller']",109,5.1,43,10303,51.0
1002,The Osiris Child,2016,Not Rated,"['Action', ' Adventure', ' Drama']",95,5.5,55,8671,55.0
1003,Universal Soldier: Day of Reckoning,2012,R,"['Action', ' Horror', ' Mystery']",114,5.0,58,20598,50.0
1004,Antiviral,2012,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",108,5.7,55,13895,57.0
1005,Ultrasound,2021,,"['Drama', ' Mystery', ' Sci-Fi']",103,5.8,55,1147,58.0
1006,Extraterrestrial,2014,Not Rated,"['Action', ' Horror', ' Mystery']",101,5.0,38,15959,50.0
1007,Ra.One,2011,Not Rated,"['Action', ' Adventure', ' Sci-Fi']",156,4.7,60,43253,47.0
1008,Frogs,1972,PG,"['Horror', ' Mystery', ' Sci-Fi']",91,4.4,51,6961,44.0
1009,Alone in the Dark,2005,R,"['Action', ' Horror', ' Sci-Fi']",96,2.4,9,45814,24.0
1010,Our House,2018,PG-13,"['Drama', ' Horror', ' Mystery']",90,5.3,45,8676,53.0
1011,Looker,1981,PG,"['Drama', ' Sci-Fi', ' Thriller']",93,6.1,20,5545,61.0
1012,Igor,2008,PG,"['Animation', ' Comedy', ' Family']",87,5.9,40,23631,59.0
1013,Kaboom,2010,Not Rated,"['Comedy', ' Mystery', ' Romance']",86,5.7,64,13254,57.0
1014,Village of the Damned,1960,Not Rated,"['Horror', ' Sci-Fi']",77,7.3,77,17749,73.0
1015,Gentlemen Broncos,2009,PG-13,"['Adventure', ' Comedy', ' Sci-Fi']",90,6.1,28,11810,61.0
1016,Évolution,2015,Not Rated,"['Drama', ' Horror', ' Mystery']",81,5.9,77,7179,59.0
1017,Meet Dave,2008,PG,"['Adventure', ' Comedy', ' Family']",90,5.1,43,41578,51.0
1018,Men & Chicken,2015,Not Rated,"['Comedy', ' Drama', ' Mystery']",104,6.7,64,13305,67.0
1019,Charly,1968,M,"['Drama', ' Romance', ' Sci-Fi']",103,7.0,50,6886,70.0
1020,The Bay,2012,R,"['Horror', ' Sci-Fi', ' Thriller']",84,5.7,65,27960,57.0
1021,Saturn 3,1980,R,"['Adventure', ' Horror', ' Sci-Fi']",88,5.1,9,9680,51.0
1022,The Machine,2013,R,"['Action', ' Drama', ' Sci-Fi']",91,6.0,52,31394,60.0
1023,Invaders from Mars,1986,PG,"['Horror', ' Sci-Fi']",100,5.5,56,9493,55.0
1024,Ticks,1993,R,"['Horror', ' Sci-Fi']",85,5.5,43,5184,55.0
1025,Anna,2013,R,"['Drama', ' Mystery', ' Sci-Fi']",99,6.4,42,23993,64.0
1026,A-X-L,2018,PG,"['Action', ' Adventure', ' Drama']",98,5.3,29,12187,53.0
1027,The Curse of Frankenstein,1957,Approved,"['Horror', ' Sci-Fi', ' Thriller']",82,7.0,59,11583,70.0
1028,Memoirs of an Invisible Man,1992,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",99,6.0,48,25438,60.0
1029,Sleight,2016,R,"['Crime', ' Drama', ' Sci-Fi']",89,5.9,62,8883,59.0
1030,After Midnight,2019,TV-MA,"['Drama', ' Horror', ' Romance']",83,5.3,55,4123,53.0
1031,Highlander: The Final Dimension,1994,PG-13,"['Action', ' Fantasy', ' Romance']",99,4.4,28,21258,44.0
1032,The Crazies,1973,R,"['Action', ' Horror', ' Sci-Fi']",103,6.1,63,13621,61.0
1033,The Congress,2013,Not Rated,"['Animation', ' Drama', ' Sci-Fi']",122,6.4,63,18938,64.0
